Comments,Surrounding Code Context,Class
/*surface contour with color set by user*/,"-10.                                 {
-9.                                     xx[ct] = ( ( clevel[k] - pz[j] ) * ( xm - px[j] ) ) / ( zm - pz[j] ) + px[j];
-8.                                     yy[ct] = ( ( clevel[k] - pz[j] ) * ( ym - py[j] ) ) / ( zm",Useful
/*don't break; one triangle can span various contour levels*/,"-3.                                     plcol0( color );
-2.                                     zz[0] = zz[1] = clevel[k];
-1.                                     plline3( 2, xx, yy, zz );

 /*don't break; one triangle can span various contour levels*/

",Useful
/*the sides look ugly !!!*/,"-10.                 }
-9.             }
-8.         }
-7.     }
-6.     if ( opt & FACETED )
-5.     {
-4.         plcol0( 0 );
-3.         plfplot3dcl( x, y, zops, zp, nx, ny, MESH | DRAW_LINEXY, NULL, 0,
-2.             indexxmin, indexxmax, indexymin,",Useful
/*draw one more row with all the Z's set to zmin*/,"-10.             }
-9.         }
-8.     }
-7.     if ( opt & FACETED )
-6.     {
-5.         plcol0( 0 );
-4.         plfplot3dcl( x, y, zops, zp, nx, ny, MESH | DRAW_LINEXY, NULL, 0,
-3.             indexxmin, indexxmax, indexymin, indexymax );
-2.     ",Useful
/*now draw the quad as two triangles (4 might be better)*/,"-10.                     pz[2 * i] = getz( zp, ix, iy );
-9.                 }
-8.                 else
-7.                 {
-6.                     iftriangle = 0;
-5.                     break;
-4.                 }
-3.             }
-2.             if",Useful
/*now draw the quad as two triangles (4 might be better)*/,"-10.                     pz[2 * i] = getz( zp, ix, iy );
-9.                 }
-8.                 else
-7.                 {
-6.                     iftriangle = 0;
-5.                     break;
-4.                 }
-3.             }
-2.             if",Useful
"/*--------------------------------------------------------------------------
void plot3d(x, y, z, nx, ny, opt, side)

Plots a 3-d representation of the function z[x][y]. The x values
are stored as x[0..nx-1], the y values as y[0..ny-1], and the z
values are in the 2-d array z[][]. The integer ""opt"" specifies:
see plot3dcl() below
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
void plot3dc(x, y, z, nx, ny, opt, clevel, nlevel)

Plots a 3-d representation of the function z[x][y]. The x values
are stored as x[0..nx-1], the y values as y[0..ny-1], and the z
values are in the 2-d array z[][]. The integer ""opt"" specifies:
see plot3dcl() below
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
void plot3dcl(x, y, z, nx, ny, opt, clevel, nlevel,
indexxmin, indexxmax, indexymin, indexymax)

Plots a 3-d representation of the function z[x][y]. The x values
are stored as x[0..nx-1], the y values as y[0..ny-1], and the z
values are in the 2-d array z[][]. The integer ""opt"" specifies:

DRAW_LINEX :  Draw lines parallel to x-axis
DRAW_LINEY :  Draw lines parallel to y-axis
DRAW_LINEXY:  Draw lines parallel to both axes
MAG_COLOR:    Magnitude coloring of wire frame
BASE_CONT:    Draw contour at bottom xy plane
TOP_CONT:     Draw contour at top xy plane (not yet)
DRAW_SIDES:   Draw sides around the plot
MESH:       Draw the ""under"" side of the plot

or any bitwise combination, e.g. ""MAG_COLOR | DRAW_LINEX""
indexymin and indexymax are arrays which specify the y index limits
(following the convention that the upper range limit is one more than
actual index limit) for an x index range of indexxmin, indexxmax.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
! Plots a 3-d representation of the virtual function z, which is represented
! by zops and zp.
!
! @param x The x values are stored as x[0..nx-1]
! @param y The y values are stored as y[0..ny-1]
! @param zops Pointer to a plf2ops_t structure of function pointers (see
! plf2opts_t in plplot.h) which define how to perform various manipulations
! (including retrieval) on the elements of the the 2D data field pointed to
! by zp.  Pointers suitable for passing as zops can be obtained for some
! predefined types of 2-d data storage by calling one of the plf2ops_*()
! functions (see plf2ops.c) or you can create your own set for arbitrary 2-d
! storage formats.
! @param zp Pointer to 2D data field.  This pointer is passed to the
! functions of zops whenever the 2D field needs to be manipulated.  The
! combination of zops and zp provides total flexibility in how the underlying
! data values are managed.
! @param nx The number of values in x.
! @param ny The number of values in y.
! @param opt Specifies options for the plot.  It can be a bitwise OR-ing of
! these:
!   - DRAW_LINEX :  Draw lines parallel to x-axis
!   - DRAW_LINEY :  Draw lines parallel to y-axis
!   - DRAW_LINEXY:  Draw lines parallel to both axes
!   - MAG_COLOR:    Magnitude coloring of wire frame
!   - BASE_CONT:    Draw contour at bottom xy plane
!   - TOP_CONT:     Draw contour at top xy plane (not yet)
!   - DRAW_SIDES:   Draw sides around the plot
!   - MESH:         Draw the ""under"" side of the plot
! or any bitwise OR'd combination, e.g. ""MAG_COLOR | DRAW_LINEX""
! @param clevel z values at which to draw contours
! @param nlevel Number of values in clevels
! @param PL_UNUSED( indexxmin ) Not used.
! @param PL_UNUSED( indexxmax ) Not used.
! @param PL_UNUSED( indexymin ) Not used.
! @param PL_UNUSED( indexymax ) Not used.
!
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
/*Check that points in x and in y are strictly increasing*/,"-10.     else
-9.         falsecolor = 0;
-8.     plP_gdom( &xmin, &xmax, &ymin, &ymax );
-7.     plP_grange( &zscale, &zmin, &zmax );
-6.     if ( zmin > zmax )
-5.     {
-4.         PLFLT t = zmin;
-3.         zmin = zmax;
-2.         zmax = t;
-1.     ",Useful
/*copy the data array so we can interpolate around the edges*/,"-8.         _x[0]       = xmin;
-7.         _x[_nx - 1] = xmax;
-6.         for ( i = 1; i < _nx - 1; i++ )
-5.             _x[i] = x[ixmin + i];
-4.         _y[0]       = ymin;
-3.         _y[_ny - 1] = ymax;
-2.         for ( i = 1; i < _ny - 1; i++ )
-",Useful
/*interpolation factors for the 4 edges*/,"-7.         for ( i = 0; i < _nx; i++ )
-6.         {
-5.             if ( ( _z[i] = (PLFLT *) malloc( (size_t) _ny * sizeof ( PLFLT ) ) ) == NULL )
-4.             {
-3.                 plexit( ""c_plot3dcl: Insufficient memory"" );
-2.             }
-1.  ",Useful
/*replace the input with our clipped versions*/,"-10.                 _z[i][_ny - 1] = getz( zp, ixmin + i, iymax - 1 ) * ( 1 - ty1 ) + getz( zp, ixmin + i, iymax ) * ty1;
-9.             }
-8.             for ( j = 0; j < _ny; j++ )
-7.             {
-6.                 if ( _z[i][j] < zmin )
-5.      ",Useful
"/*Don't use the data z value to scale the color, use the z axis
values set by plw3d()

plMinMax2dGrid(z, nx, ny, &fc_maxz, &fc_minz);*/","-10.     {
-9.         myabort( ""plsurf3dl: Please set up window first"" );
-8.         return;
-7.     }
-6.     if ( nx <= 0 || ny <= 0 )
-5.     {
-4.         myabort( ""plsurf3dl: Bad array dimensions."" );
-3.         return;
-2.     }

 /*Don't use the",Useful
"/*If enabled, draw the contour at the base.*/","-8.         fc_minz = plsc->ranmi;
-7.         fc_maxz = plsc->ranma;
-6.         if ( fc_maxz == fc_minz )
-5.         {
-4.             plwarn( ""plot3dcl: Maximum and minimum Z values are equal! \""fixing\""..."" );
-3.             fc_maxz = fc_minz + 1e-6",Useful
"/*even if MESH is not set, ""set it"",
as the base contour can only be done in this case*/","-4.     {
-3.         if ( clevel != NULL && nlevel != 0 )
-2.         {
-1.             base_cont = 1;

 /*even if MESH is not set, ""set it"",
as the base contour can only be done in this case*/

1.             pl3mode = 1;
2.         }
3.     }",Useful
"/*If enabled, use magnitude colored wireframe*/","-3.             pl3mode = 1;
-2.         }
-1.     }

 /*If enabled, use magnitude colored wireframe*/

1.     {
2.         if ( ( ctmp = (PLFLT *) malloc( (size_t) ( 2 * MAX( nx, ny ) ) * sizeof ( PLFLT ) ) ) == NULL )
3.         {
4.             plexit(",Useful
"/*Call 3d line plotter.  Each viewing quadrant
(perpendicular to x-y plane) must be handled separately.*/","-6.     utmp = (PLINT *) malloc( (size_t) ( 2 * MAX( nx, ny ) ) * sizeof ( PLINT ) );
-5.     vtmp = (PLINT *) malloc( (size_t) ( 2 * MAX( nx, ny ) ) * sizeof ( PLINT ) );
-4.     if ( !utmp || !vtmp )
-3.         myexit( ""plot3dcl: Out of memory."" );
-2.",Useful
/*Fill cont structure with contours.*/,"-10.                 cgrid2.yg[i][j] = y[j];
-9.                 zstore[i][j]    = getz( zp, i, j );
-8.             }
-7.             for ( j = indexymax[i]; j < ny; j++ )
-6.             {
-5.                 cgrid2.xg[i][j] = x[i];
-4.                 ",Useful
/*for each contour level*/,"-1.         clev = cont;

 /*for each contour level*/

1.         {
2.             cline = clev->line;",Useful
"/*the hidden line plotter plnxtv() only works OK if the x points are in increasing order.
As this does not always happens, the situation must be detected and the line segment
must be reversed before being plotted*/","-10.                 PLFLT tx, ty;
-9.                 if ( cline->npts > np )
-8.                 {
-7.                     np = cline->npts;
-6.                     if ( ( ( uu = (PLINT *) realloc( uu, (size_t) np * sizeof ( PLINT ) ) ) == NULL ) ||
-5.",Useful
/*convert to 2D coordinates*/,"-7.                 i = 0;
-6.                 if ( cline->npts > 0 )
-5.                 {
-4.                     do
-3.                     {
-2.                         plcol1( ( clev->level - fc_minz ) / ( fc_maxz - fc_minz ) );
-1.                  ",Useful
/*find turn back point*/,"-3.                         {
-2.                             uu[j] = plP_wcpcx( plP_w3wcx( cline->x[j], cline->y[j], plsc->ranmi ) );
-1.                             vv[j] = plP_wcpcy( plP_w3wcy( cline->x[j], cline->y[j], plsc->ranmi ) );

 /*find turn b",Useful
/*plot line with increasing x*/,"-4.                                 break;
-3.                             else
-2.                                 cx = uu[j];
-1.                         }

 /*plot line with increasing x*/

111",Useful
"/*line not yet finished,*/","-5.                                 break;
-4.                             else
-3.                                 cx = uu[j];
-2.                         }

 /*line not yet finished,*/

1.                         {
2.                             start =",Useful
/*search turn forward point*/,"-2.                         {
-1.                             start = j - 1;

 /*search turn forward point*/

1.                             {
2.                                 uu[i] = plP_wcpcx( plP_w3wcx( cline->x[i], cline->y[i], plsc->ranmi ) );
3.  ",Useful
/*reverse line segment*/,"-8.                             {
-7.                                 uu[i] = plP_wcpcx( plP_w3wcx( cline->x[i], cline->y[i], plsc->ranmi ) );
-6.                                 if ( uu[i] > cx )
-5.                                     break;
-4.        ",Useful
/*convert to 2D coordinates*/,"-7.                 i = 0;
-6.                 if ( cline->npts > 0 )
-5.                 {
-4.                     do
-3.                     {
-2.                         plcol1( ( clev->level - fc_minz ) / ( fc_maxz - fc_minz ) );
-1.                  ",Useful
/*and plot it*/,"-5.                             for ( j = start; j <= end; j++ )
-4.                             {
-3.                                 uu[j] = plP_wcpcx( plP_w3wcx( cline->x[j], cline->y[j], plsc->ranmi ) );
-2.                                 vv[j] = plP",Useful
/*now release the contour memory*/,"-9.                         }
-8.                     } while ( j < cline->npts && i < cline->npts );
-7.                 }
-6.                 cline = cline->next;
-5.             }
-4.             while ( cline != NULL );
-3.             clev = clev->ne",Useful
"/*Finish up by drawing sides, background grid (both are optional)*/","-4.         pl3upv = 1;
-3.         free( uu );
-2.         free( vv );
-1.     }

 /*Finish up by drawing sides, background grid (both are optional)*/

1.     if ( side )
2.         plside3( x_modified, y_modified, zops, zp, nx, ny, opt );
3.     if ( zb",Useful
"/*--------------------------------------------------------------------------
void plxyindexlimits()

Transform from y array limits to corresponding x array limits (or vice
versa).

N.B. we follow the convention here that all upper range limits are one
more than the actual last index.
instart (>= 0) through inn is the index range where
the input inarray_min and inarray_max arrays are defined.

outstart (>= 0), through outn (with outn <= outnmax) is the index range
where the output outarray_min and outarray_max arrays are defined.

In order to assure the transformation from y array limits to x array limits
(or vice versa) is single-valued, this programme plaborts if the
inarray_min array has a maximum or inarray_max array has a minimum.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*static void
plxyindexlimits( PLINT instart, PLINT inn,
PLINT *inarray_min, PLINT *inarray_max,
PLINT *outstart, PLINT *outn, PLINT outnmax,
PLINT *outarray_min, PLINT *outarray_max )
{
PLINT i, j;
if ( inn < 0 )
{
myabort( ""plxyindexlimits: Must have instart >= 0"" );
return;
}
if ( inn - instart <= 0 )
{
myabort( ""plxyindexlimits: Must have at least 1 defined point"" );
return;
}
*outstart = inarray_min[instart];
*outn     = inarray_max[instart];
for ( i = instart; i < inn; i++ )
{
*outstart = MIN( *outstart, inarray_min[i] );
*outn     = MAX( *outn, inarray_max[i] );
if ( i + 2 < inn )
{
if ( inarray_min[i] < inarray_min[i + 1] &&
inarray_min[i + 1] > inarray_min[i + 2] )
{
myabort( ""plxyindexlimits: inarray_min must not have a maximum"" );
return;
}
if ( inarray_max[i] > inarray_max[i + 1] &&
inarray_max[i + 1] < inarray_max[i + 2] )
{
myabort( ""plxyindexlimits: inarray_max must not have a minimum"" );
return;
}
}
}
if ( *outstart < 0 )
{
myabort( ""plxyindexlimits: Must have all elements of inarray_min >= 0"" );
return;
}
if ( *outn > outnmax )
{
myabort( ""plxyindexlimits: Must have all elements of inarray_max <= outnmax"" );
return;
}
for ( j = *outstart; j < *outn; j++ )
{
i = instart;
// Find first valid i for this j.
while ( i < inn && !( inarray_min[i] <= j && j < inarray_max[i] ) )
i++;
if ( i < inn )
outarray_min[j] = i;
else
{
myabort( ""plxyindexlimits: bad logic; invalid i should never happen"" );
return;
}
// Find next invalid i for this j.
while ( i < inn && ( inarray_min[i] <= j && j < inarray_max[i] ) )
i++;
outarray_max[j] = i;
}
}*/","-3. #if MJL_HACK
-2. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-1.                        PLINT x2, PLINT y2, PLINT j );
static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
                       PLINT x2, PLINT y2, PLINT x",Useful
"/*--------------------------------------------------------------------------
void plP_gzback()

Get background parameters for 3d plot.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
PLFLT plGetAngleToLight()

Gets cos of angle between normal to a polygon and a light source.
Requires at least 3 elements, forming non-parallel lines
in the arrays.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
/*Find vector perpendicular to the face*/,"-10.     PLFLT px, py, pz;
-9.     PLFLT vlx, vly, vlz;
-8.     PLFLT mag1, mag2;
-7.     PLFLT cosangle;
-6.     vx1 = x[1] - x[0];
-5.     vx2 = x[2] - x[1];
-4.     vy1 = y[1] - y[0];
-3.     vy2 = y[2] - y[1];
-2.     vz1 = z[1] - z[0];
-1.     vz2 = ",Useful
/*Vectors were parallel!*/,"-4.     px   = vy1 * vz2 - vz1 * vy2;
-3.     py   = vz1 * vx2 - vx1 * vz2;
-2.     pz   = vx1 * vy2 - vy1 * vx2;
-1.     mag1 = px * px + py * py + pz * pz;

 /*Vectors were parallel!*/

1.     if ( mag1 == 0 )
2.         return 1;
3.     vlx  = xlight -",Useful
/*Now have 3 vectors going through the first point on the given surface*/,"-8.     if ( mag1 == 0 )
-7.         return 1;
-6.     vlx  = xlight - x[0];
-5.     vly  = ylight - y[0];
-4.     vlz  = zlight - z[0];
-3.     mag2 = vlx * vlx + vly * vly + vlz * vlz;
-2.     if ( mag2 == 0 )
-1.         return 1;

 /*Now have 3 vector",Useful
"/*--------------------------------------------------------------------------
void plt3zz()

Draws the next zig-zag line for a 3-d plot.  The data is stored in array
z[][] as a function of x[] and y[], and is plotted out starting at index
(x0,y0).

Depending on the state of ""flag"", the sequence of data points sent to
plnxtv is altered so as to allow cross-hatch plotting, or plotting
parallel to either the x-axis or the y-axis.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
void plside3()

This routine draws sides around the front of the 3d plot so that
it does not appear to float.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*Get x, y coordinates of legs and plot*/","-10. plside3( PLFLT_VECTOR x, PLFLT_VECTOR y, PLF2OPS zops, PLPointer zp, PLINT nx, PLINT ny, PLINT opt )
-9. {
-8.     PLINT i;
-7.     PLFLT cxx, cxy, cyx, cyy, cyz;
-6.     PLFLT xmin, ymin, zmin, xmax, ymax, zmax, zscale;
-5.     PLFLT tx, ty, ux, uy;",Useful
"/*--------------------------------------------------------------------------
void plgrid3()

This routine draws a grid around the back side of the 3d plot with
hidden line removal.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
void plnxtv()

Draw the next view of a 3-d plot. The physical coordinates of the
points for the next view are placed in the n points of arrays u and
v. The silhouette found so far is stored in the heap as a set of m peak
points.

These routines dynamically allocate memory for hidden line removal.
Memory is allocated in blocks of 2*BINC*sizeof(PLINT) bytes.  Large
values of BINC give better performance but also allocate more memory
than is needed. If your 3D plots are very ""spiky"" or you are working
with very large matrices then you will probably want to increase BINC.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
void plnxtvhi()

Draw the top side of the 3-d plot.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*
For the initial set of points, just display them and store them as the
peak points.
*/","
//! @file


 /*
For the initial set of points, just display them and store them as the
peak points.
*/

111",Useful
"/*Otherwise, we need to consider hidden-line removal problem. We scan
over the points in both the old (i.e. oldhiview[]) and new (i.e. u[]
and v[]) arrays in order of increasing x coordinate.  At each stage, we
find the line segment in the other array (if one exists) that straddles
the x coordinate of the point. We have to determine if the point lies
above or below the line segment, and to check if the below/above status
has changed since the last point.

If pl3upv = 0 we do not update the view, this is useful for drawing
lines on the graph after we are done plotting points.  Hidden line
removal is still done, but the view is not updated.*/","-10.         for ( i = 1; i < n; i++ )
-9.         {
-8.             oldhiview[2 * i]     = u[i];
-7.             oldhiview[2 * i + 1] = v[i];
-6.             plP_draw3d( u[i], v[i], c, i, 0 );
-5.         }
-4.         mhi = n;
-3.         return;
-2.   ",Useful
/*Do the draw or shading with hidden line removal*/,"-10.                     (size_t) newhisize * sizeof ( PLINT ) );
-9.         }
-8.         else
-7.         {
-6.             newhiview =
-5.                 (PLINT *) malloc( (size_t) newhisize * sizeof ( PLINT ) );
-4.         }
-3.         if ( !newhi",Useful
/*Set oldhiview*/,"-1.     plnxtvhi_draw( u, v, c, n );

 /*Set oldhiview*/

1.     swaphiview();
2. }",Useful
"/*--------------------------------------------------------------------------
void plnxtvhi_draw()

Draw the top side of the 3-d plot.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*(oldhiview[2*i], oldhiview[2*i]) is the i'th point in the old array
(u[j], v[j]) is the j'th point in the new array*/","-9. static void
-8. plnxtvhi_draw( PLINT *u, PLINT *v, PLFLT* c, PLINT n )
-7. {
-6.     PLINT i = 0, j = 0, first = 1;
-5.     PLINT sx1 = 0, sx2 = 0, sy1 = 0, sy2 = 0;
-4.     PLINT su1, su2, sv1, sv2;
-3.     PLINT cx, cy, px, py;
-2.     PLINT seg, pt",Useful
"/*First attempt at 3d shading.  It works ok for simple plots, but
will just not draw faces, or draw them overlapping for very
jagged plots*/","-10.     PLINT i = 0, j = 0, first = 1;
-9.     PLINT sx1 = 0, sx2 = 0, sy1 = 0, sy2 = 0;
-8.     PLINT su1, su2, sv1, sv2;
-7.     PLINT cx, cy, px, py;
-6.     PLINT seg, ptold, lstold = 0, pthi, pnewhi = 0, newhi, change, ochange = 0;

 /*First attempt",Useful
"/*The coordinates of the point under consideration are (px,py).  The
line segment joins (sx1,sy1) to (sx2,sy2).  ""ptold"" is true if the
point lies in the old array. We set it by comparing the x coordinates
of the i'th old point and the j'th new point, being careful if we
have fallen past the edges. Having found the point, load up the point
and segment coordinates appropriately.*/","-10. // (u[j], v[j]) is the j'th point in the new array
-9. //
-8. //
-7. // First attempt at 3d shading.  It works ok for simple plots, but
-6. // will just not draw faces, or draw them overlapping for very
-5. // jagged plots
-4. //
-3.     while ( i < ",Useful
"/*
Now determine if the point is higher than the segment, using the
logical function ""above"". We also need to know if it is the old view
or the new view that is higher. ""newhi"" is set true if the new view
is higher than the old.
*/","
//! @file


 /*
Now determine if the point is higher than the segment, using the
logical function ""above"". We also need to know if it is the old view
or the new view that is higher. ""newhi"" is set true if the new view
is higher than the old.
*/

111",Useful
"/*
The last point and this point lie on different sides of
the current silouette
*/","
//! @file


 /*
The last point and this point lie on different sides of
the current silouette
*/

111",Useful
"/*
There is a new intersection point to put in the peak array if the
state of ""newhi"" changes.
*/","
//! @file


 /*
There is a new intersection point to put in the peak array if the
state of ""newhi"" changes.
*/

111",Useful
"/*Take care of special cases at end of arrays.  If pl3upv is 0 the
endpoints are not connected to the old view.*/","-10.             plP_draw3d( px, py, c, j, 1 );
-9.             first  = 0;
-8.             lstold = ptold;
-7.             savehipoint( px, py );
-6.             pthi    = 0;
-5.             ochange = 0;
-4.         }
-3.         else if ( change )
-2.  ",Useful
"/*If pl3upv is not 0 then we do want to connect the current line
with the previous view at the endpoints.  Also find intersection
point with old view.*/","-10.                       ( ( !ptold && i >= mhi ) || ( ptold && j >= n ) ) )
-9.             {
-8.                 plP_draw3d( px, py, c, j, 1 );
-7.                 lstold  = ptold;
-6.                 pthi    = 0;
-5.                 ochange = 0;
-4. ",Useful
/*Determine the intersection*/,"-10.                     su2 = u[n - 1];
-9.                     sv2 = -1;
-8.                 }
-7.                 else
-6.                 {
-5.                     su1 = u[j - 1];
-4.                     sv1 = v[j - 1];
-3.                     su2 = u",Useful
/*If point is high then draw plot to point and update view.*/,"-10.                     if ( lstold && !ochange )
-9.                         plP_draw3d( cx, cy, c, j, 1 );
-8.                     else
-7.                         plP_draw3d( cx, cy, c, j, 0 );
-6.                     lstold = 1;
-5.                  ",Useful
"/*--------------------------------------------------------------------------
void  plP_draw3d()

Does a simple move or line draw.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*--------------------------------------------------------------------------
void plnxtvlo()

Draw the bottom side of the 3-d plot.
--------------------------------------------------------------------------*/","-6. #if MJL_HACK
-5. static void plP_fill3( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-4.                        PLINT x2, PLINT y2, PLINT j );
-3. static void plP_fill4( PLINT x0, PLINT y0, PLINT x1, PLINT y1,
-2.                        PLINT x2, PLINT y2,",Useful
"/*
For the initial set of points, just display them and store them as the
peak points.
*/","
//! @file


 /*
For the initial set of points, just display them and store them as the
peak points.
*/

111",Useful
"/*Otherwise, we need to consider hidden-line removal problem. We scan
over the points in both the old (i.e. oldloview[]) and new (i.e. u[]
and v[]) arrays in order of increasing x coordinate.  At each stage, we
find the line segment in the other array (if one exists) that straddles
the x coordinate of the point. We have to determine if the point lies
above or below the line segment, and to check if the below/above status
has changed since the last point.

If pl3upv = 0 we do not update the view, this is useful for drawing
lines on the graph after we are done plotting points.  Hidden line
removal is still done, but the view is not updated.*/","-10.         for ( i = 1; i < n; i++ )
-9.         {
-8.             oldhiview[2 * i]     = u[i];
-7.             oldhiview[2 * i + 1] = v[i];
-6.             plP_draw3d( u[i], v[i], c, i, 0 );
-5.         }
-4.         mhi = n;
-3.         return;
-2.   ",Useful
"/*(oldloview[2*i], oldloview[2*i]) is the i'th point in the old array
(u[j], v[j]) is the j'th point in the new array.*/","-10.         }
-9.         else
-8.         {
-7.             newloview =
-6.                 (PLINT *) malloc( (size_t) newlosize * sizeof ( PLINT ) );
-5.         }
-4.         if ( !newloview )
-3.             myexit( ""plnxtvlo: Out of memory."" );
-2. ",Useful
"/*The coordinates of the point under consideration are (px,py).  The
line segment joins (sx1,sy1) to (sx2,sy2).  ""ptold"" is true if the
point lies in the old array. We set it by comparing the x coordinates
of the i'th old point and the j'th new point, being careful if we
have fallen past the edges. Having found the point, load up the point
and segment coordinates appropriately.*/","-10. // (u[j], v[j]) is the j'th point in the new array
-9. //
-8. //
-7. // First attempt at 3d shading.  It works ok for simple plots, but
-6. // will just not draw faces, or draw them overlapping for very
-5. // jagged plots
-4. //
-3.     while ( i < ",Useful
"/*
Now determine if the point is lower than the segment, using the
logical function ""above"". We also need to know if it is the old view
or the new view that is lower. ""newlo"" is set true if the new view is
lower than the old.
*/","
//! @file


 /*
Now determine if the point is lower than the segment, using the
logical function ""above"". We also need to know if it is the old view
or the new view that is lower. ""newlo"" is set true if the new view is
lower than the old.
*/

111",Useful
"/*
There is a new intersection point to put in the peak array if the
state of ""newlo"" changes.
*/","
//! @file


 /*
There is a new intersection point to put in the peak array if the
state of ""newlo"" changes.
*/

111",Useful
